,phrase,date,city,county,title,page_url
151,"
The shame continued when residents from affected communities and their supporters assembled on the steps of the State Capitol in Sacramento bearing plastic bottles of contaminated water—nitrates from Tooleville, arsenic from Alpaugh—which they mixed into a “Central Valley blend” as a mock gift to legislators.","May 27, 2016","['Porterville', 'Plymouth', 'Tulare', 'Farmersville', 'Davis', 'East Porterville', 'Anderson', 'Alpaugh', 'Seville', 'Fresno', 'Arnold', 'Stanford', 'Sacramento']","['Fresno', 'Sacramento', 'Tulare']",The Flint of California - Community Water Center,https://www.communitywatercenter.org/the_flint_of_california
152," We conducted community meetings, or ""platicas,"" in Arvin, East Porterville, and Fresno to talk with community partners about nitrate contamination, 1,2,3-TCP's impending Maximum Contaminant Level, and local water pilot projects.","May 09, 2016","['East Porterville', 'Orosi', 'Fresno', 'Arvin', 'San Joaquin']","['Fresno', 'San Joaquin']",Great Accomplishments during National Drinking Water Week 2016!,https://www.communitywatercenter.org/accomplishments_ndww2016
153," After 15 years with arsenic contamination, one small Kern County community took the struggle for clean water into its own hands--in a campaign that could serve as a role model for others.","May 05, 2016","['Arvin', 'Coachella', 'Lamont', 'Camino']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
154,"”
More precisely, it was contaminated—with arsenic.","May 05, 2016","['Arvin', 'Coachella', 'Lamont', 'Camino']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
155,"
“Any of the medium sized and large cities, this isn't an issue because you can pay for the infrastructure to take the arsenic out of the water,” he says.","May 05, 2016","['Arvin', 'Coachella', 'Lamont', 'Camino']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
156," “But if you're in a small community, drilling new wells is hard, and many communities have drilled well upon well and the source water still contains arsenic.","May 05, 2016","['Arvin', 'Coachella', 'Lamont', 'Camino']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
157," Now, residents just need to wait a little longer for arsenic-free water in their homes.","May 05, 2016","['Arvin', 'Coachella', 'Lamont', 'Camino']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
158," The city is drilling new wells, and so far, arsenic levels are well within the safe zone.","May 05, 2016","['Arvin', 'Coachella', 'Lamont', 'Camino']",['Kern'],"“It looked really dirty” – Now, Arvin Kids Drink Clean Water In Schools - Community Water Center",https://www.communitywatercenter.org/it_looked_really_dirty
159," 
“Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
160,"com/admin/sites/1/pages/831/blog_post/edit


A sixth-grader at El Camino Real Elementary School in Arvin uses a water bottle filling station equipped with an industrial water filter, installed because Arvin’s public water is contaminated with arsenic.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
161," 
Between 2003 and 2014, over 900 schools in the state may have provided water that was contaminated with arsenic or bacteria.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
162,"
""The most frequently occurring violations that we were seeing were bacterial and arsenic violations,"" said Remple.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
163," 
“Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
164," ""There were also pesticides, disinfectant by-products and nitrates.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
165," 
“Bacterial and arsenic violations were the most common types of violations impacting schools, but they were also followed by the pesticide DBCP, disinfectant byproducts, and nitrates,”says lead author Jenny Rempel with the Community Water Center.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
166," ""There were also pesticides, disinfectant by-products and nitrates.","May 05, 2016","['Camino', 'Tulare', 'Likely', 'Arvin', 'Sacramento']","['Lake', 'Sacramento', 'Tulare']",Unsafe Water in California Public Schools - Community Water Center,https://www.communitywatercenter.org/unsafe_water_in_california_public_schools
167,"
Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.","May 05, 2016","['Sacramento', 'Tulare']","['Lake', 'Sacramento', 'Tulare']",Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
168,"
Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.","May 05, 2016","['Sacramento', 'Tulare']","['Lake', 'Sacramento', 'Tulare']",Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
169,"
Bacterial and arsenic violations were the most common types of violations impacting schools, followed by the pesticide DBCP, disinfectant byproducts, and nitrates.","May 05, 2016","['Sacramento', 'Tulare']","['Lake', 'Sacramento', 'Tulare']",Hundreds of California Schools Impacted by Unsafe Drinking Water - Community Water Center,https://www.communitywatercenter.org/hundreds_of_california_schools_impacted_by_unsafe_drinking_water
170, Excess levels — as much as three times the federal health limit — of nitrates less than 20 miles away in Monson.,"May 05, 2016","['Madeline', 'Tulare', 'Lamont', 'Visalia', 'Goshen', 'Monson', 'Campo', 'San Joaquin']","['Nevada', 'San Joaquin', 'Sierra', 'Tulare']","Unknown, Unregulated, Undrinkable - Community Water Center",https://www.communitywatercenter.org/unknown_unregulated_undrinkable
171, Excess levels — as much as three times the federal health limit — of nitrates less than 20 miles away in Monson.,"May 05, 2016","['Madeline', 'Tulare', 'Lamont', 'Visalia', 'Goshen', 'Monson', 'Campo', 'San Joaquin']","['Nevada', 'San Joaquin', 'Sierra', 'Tulare']","Unknown, Unregulated, Undrinkable - Community Water Center",https://www.communitywatercenter.org/unknown_unregulated_undrinkable
172,"
Events include in-person community meetings about nitrate contamination, 1,2,3 - TCP contamination and how to get involved in water justice work in South Kern County.","April 13, 2016",['Orosi'],['Kern'],National Drinking Water Week Calendar - Community Water Center,https://www.communitywatercenter.org/national_drinking_water_week_calendar
173," 
Arvin has violated federal drinking water standards for arsenic for over a decade, and according to the California Annual Compliance Report for Public Water Systems, over one million Californians are impacted by unsafe drinking water each year.","April 08, 2016","['Arvin', 'Lamont', 'San Joaquin', 'Weedpatch']","['Kern', 'San Joaquin']",Agua4All Community Rally and Celebration a Success! - Community Water Center,https://www.communitywatercenter.org/agua4all_celebration
174,"Throughout California, groundwater nitrate contamination from agriculture is costing families, local governments and the state tens of millions of dollars a year.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
175," As an acute contaminant, nitrate poses great health risks to communities, especially to pregnant women and young babies.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
176, This order has the potential to set the state on track to reduce nitrate pollution from agriculture.,"March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
177," However, as currently designed, the ILRP does not provide the field-level data that is vital to measuring and regulating nitrate pollution from agriculture.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
178," The new draft order allows the data that farmers are already reporting to be available to the public so that the state, researchers, and communities can understand the dynamics of nitrate use.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
179," Unless we prevent ongoing contamination, by 2050, nearly 80 percent of the residents in the Tulare Lake Basin and Salinas Valley will be impacted by nitrate-contaminated drinking water.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
180," And to ensure a livable future for residents of our state's agricultural regions, where hundreds if not thousands of wells have had to be closed due to nitrate pollution, creating an extra financial burden on our communities.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
181,"
CWC and our allies across the state are analyzing the draft general order and have spoken before the California Department of Food and Agriculture about the need for adequate data and transparency to understand nitrate pollution and work toward solutions.","March 31, 2016","['Tulare', 'Salinas', 'Fresno', 'San Joaquin', 'Sacramento']","['Tulare', 'Fresno', 'Lake', 'San Joaquin', 'Sacramento']",State Takes Step to Better Regulate Agricultural Pollution of Groundwater,https://www.communitywatercenter.org/new_ag_order
182," And many suffer as they did before the drought, enduring unsafe levels of nitrate and arsenic in their tap water.","February 25, 2016","['San Joaquin', 'Tulare']","['San Joaquin', 'Tulare']","Laurel Firestone Among 20 Top Water Leaders to Contribute to New Book, Water: More or Less",https://www.communitywatercenter.org/new_book_water_more_or_less
183," And many suffer as they did before the drought, enduring unsafe levels of nitrate and arsenic in their tap water.","February 25, 2016","['San Joaquin', 'Tulare']","['San Joaquin', 'Tulare']","Laurel Firestone Among 20 Top Water Leaders to Contribute to New Book, Water: More or Less",https://www.communitywatercenter.org/new_book_water_more_or_less
184," She has seen first hand how contaminants such as nitrates and 123 TCP from agricultural and industrial practices affect the well-being of the workers and the residents of the small, rural communities throughout the Valley.","February 24, 2016","['Delano', 'Martinez', 'Santa Barbara', 'Ducor', 'Los Angeles', 'Fresno', 'Ruth', 'Poplar', 'Berkeley', 'San Joaquin', 'Sacramento']","['Santa Barbara', 'Los Angeles', 'Fresno', 'San Joaquin', 'Sacramento', 'Sierra']",Honoring the 2016 Water Justice Leaders!  - Community Water Center,https://www.communitywatercenter.org/honoring_2016_water_justice_leaders
185," She has seen first hand how contaminants such as nitrates and 123 TCP from agricultural and industrial practices affect the well-being of the workers and the residents of the small, rural communities throughout the Valley.","February 24, 2016","['Delano', 'Martinez', 'Santa Barbara', 'Ducor', 'Los Angeles', 'Fresno', 'Ruth', 'Poplar', 'Berkeley', 'San Joaquin', 'Sacramento']","['Santa Barbara', 'Los Angeles', 'Fresno', 'San Joaquin', 'Sacramento', 'Sierra']",Honoring the 2016 Water Justice Leaders!  - Community Water Center,https://www.communitywatercenter.org/honoring_2016_water_justice_leaders
186, She spoke of the well that her community has been forced to close due to nitrate contamination and of the fear that contaminated water will once again come from her faucet given Poplar's extreme vulnerability to nitrate contamination.,"February 22, 2016",['Poplar'],['Sierra'],State Water Board Adopts Human Right to Water Resolution! - Community Water Center,https://www.communitywatercenter.org/state_water_board_adopts_resolution
187," Unlike other water contaminants such as nitrate and arsenic, the origins of 123 TCP are clear, the responsible parties are known, and these parties have the ability to pay for treatment.","January 12, 2016",['San Joaquin'],['San Joaquin'],CWC Kicks Off 2016 Campaign to Protect Drinking Water From Dangerous Contaminant 123 TCP,https://www.communitywatercenter.org/cwc_kicks_off_2016_123tcp_campaign
188," Unlike other water contaminants such as nitrate and arsenic, the origins of 123 TCP are clear, the responsible parties are known, and these parties have the ability to pay for treatment.","January 12, 2016",['San Joaquin'],['San Joaquin'],CWC Kicks Off 2016 Campaign to Protect Drinking Water From Dangerous Contaminant 123 TCP,https://www.communitywatercenter.org/cwc_kicks_off_2016_123tcp_campaign
189,"The community of Arvin, which has had unsafe arsenic contamination for over a decade, is now on track to have safe water by the end of 2019.","December 03, 2015",['Arvin'],[],Arvin Signs Administrative Order with EPA and Establishes New Timeline for Securing Safe Water - Community Water Center,https://www.communitywatercenter.org/arvin_signs_administrative_order
190," Six of the community’s seven wells currently exceed arsenic standards, which led to enforcement action from USEPA Region 9 starting in 2008.","December 03, 2015",['Arvin'],[],Arvin Signs Administrative Order with EPA and Establishes New Timeline for Securing Safe Water - Community Water Center,https://www.communitywatercenter.org/arvin_signs_administrative_order
191," This new CWC program helps Californians understand if they have health-harming pollutants like arsenic, uranium, bacteria, or pesticide byproducts in their well water.","November 11, 2015","['Fresno', 'Tulare']","['Kern', 'Fresno', 'Tulare']",CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
192,"
As a result of this program, Cristobal Chavez just discovered that his household well is contaminated with nitrates at more than three times the legal limit.","November 11, 2015","['Fresno', 'Tulare']","['Kern', 'Fresno', 'Tulare']",CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
193,"
As a result of this program, Cristobal Chavez just discovered that his household well is contaminated with nitrates at more than three times the legal limit.","November 11, 2015","['Fresno', 'Tulare']","['Kern', 'Fresno', 'Tulare']",CWC Launches Private Well Testing Program - Community Water Center,https://www.communitywatercenter.org/well_testing
194," Right now, the biggest problem is naturally occurring arsenic, exacerbated by an ever-shrinking volume of groundwater—partly a result of excessive pumping by farmers in the midst of California’s record-breaking drought.","October 09, 2015","['Tulare', 'Lanare', 'Farmersville', 'Visalia', 'Fresno', 'San Joaquin', 'Riverdale']","['Fresno', 'San Joaquin', 'Tulare']",Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
195," Since the system’s arsenic levels exceed EPA limits, Pratt Mutual is legally obligated to resolve the issue.","October 09, 2015","['Tulare', 'Lanare', 'Farmersville', 'Visalia', 'Fresno', 'San Joaquin', 'Riverdale']","['Fresno', 'San Joaquin', 'Tulare']",Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
196, Their water system is tainted with arsenic.,"October 09, 2015","['Tulare', 'Lanare', 'Farmersville', 'Visalia', 'Fresno', 'San Joaquin', 'Riverdale']","['Fresno', 'San Joaquin', 'Tulare']",Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
197,"
Riverdale, the somewhat wealthier, whiter town next door, is also unincorporated, and has also had its share of arsenic spikes.","October 09, 2015","['Tulare', 'Lanare', 'Farmersville', 'Visalia', 'Fresno', 'San Joaquin', 'Riverdale']","['Fresno', 'San Joaquin', 'Tulare']",Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
198," But Lanare’s debts, incurred by a mismanaged, disused arsenic treatment plant the community took a risk on years back, seem to be too much of a threat.","October 09, 2015","['Tulare', 'Lanare', 'Farmersville', 'Visalia', 'Fresno', 'San Joaquin', 'Riverdale']","['Fresno', 'San Joaquin', 'Tulare']",Why California's Poorest Towns Still Can't Connect to Water - Community Water Center,https://www.communitywatercenter.org/californias_poorest_towns_water
199, There are nitrates and arsenic in the water that have no smell.,"September 06, 2015","['Alta', 'San Joaquin', 'Visalia', 'Tulare']","['San Joaquin', 'Lake', 'Tulare']",10 Questions: Susana De Anda - Community Water Center,https://www.communitywatercenter.org/10_questions_susana
200, There are nitrates and arsenic in the water that have no smell.,"September 06, 2015","['Alta', 'San Joaquin', 'Visalia', 'Tulare']","['San Joaquin', 'Lake', 'Tulare']",10 Questions: Susana De Anda - Community Water Center,https://www.communitywatercenter.org/10_questions_susana
201, There are nitrates and arsenic in the water that have no smell.,"September 06, 2015","['Alta', 'San Joaquin', 'Visalia', 'Tulare']","['San Joaquin', 'Lake', 'Tulare']",10 Questions: Susana De Anda - Community Water Center,https://www.communitywatercenter.org/10_questions_susana
202," These small, unincorporated communities have struggled to provide safe drinking water to their residents, because the region’s groundwater is contaminated with high levels of nitrates and the pesticide DBCP.","July 30, 2015","['Alta', 'Tulare', 'Orosi', 'Yettem', 'Seville', 'Monson', 'East Orosi', 'Cutler', 'Sultana']",['Tulare'],Seven Communities Join Forces for Lasting Water Solutions - Community Water Center,https://www.communitywatercenter.org/seven_communities_water_solutions
203," These small, unincorporated communities have struggled to provide safe drinking water to their residents, because the region’s groundwater is contaminated with high levels of nitrates and the pesticide DBCP.","July 30, 2015","['Alta', 'Tulare', 'Orosi', 'Yettem', 'Seville', 'Monson', 'East Orosi', 'Cutler', 'Sultana']",['Tulare'],Seven Communities Join Forces for Lasting Water Solutions - Community Water Center,https://www.communitywatercenter.org/seven_communities_water_solutions
204,"
Residents of Arvin have been impacted by arsenic-contaminated water for over a decade.","July 20, 2015","['Arvin', 'Lamont']",['Kern'],CWC Opens New Office in South Kern! - Community Water Center,https://www.communitywatercenter.org/cwc_opens_office_south_kern
205, This fund could be derived from a fertilizer fee at the rate of state sales tax to address nitrate contamination.,"July 10, 2015",[],[],Toward Water Conservation and Water Affordability - Community Water Center,https://www.communitywatercenter.org/conservation_pricing
206,"
In June of last year, Tulare County officials issued a warning to residents not to drink the water from their taps because testing showed it contained nitrates at higher than maximum levels allowed by law.","July 01, 2015","['Tulare', 'Worth', 'Visalia', 'Seville', 'Yettem']",['Tulare'],County buying land for Yettem-Seville well - Community Water Center,https://www.communitywatercenter.org/county_yettem_seville_well
207,"
In June of last year, Tulare County officials issued a warning to residents not to drink the water from their taps because testing showed it contained nitrates at higher than maximum levels allowed by law.","July 01, 2015","['Tulare', 'Worth', 'Visalia', 'Seville', 'Yettem']",['Tulare'],County buying land for Yettem-Seville well - Community Water Center,https://www.communitywatercenter.org/county_yettem_seville_well
208,"




Ores said the information in the well logs will also be helpful in areas where communities are looking for new water sources and where portions of the groundwater are tainted with hazardous contaminants such as nitrates or arsenic.","June 29, 2015","['Agoura', 'Davis', 'Sacramento']",['Sacramento'],California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
209,"




Ores said the information in the well logs will also be helpful in areas where communities are looking for new water sources and where portions of the groundwater are tainted with hazardous contaminants such as nitrates or arsenic.","June 29, 2015","['Agoura', 'Davis', 'Sacramento']",['Sacramento'],California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
210,"




Ores said the information in the well logs will also be helpful in areas where communities are looking for new water sources and where portions of the groundwater are tainted with hazardous contaminants such as nitrates or arsenic.","June 29, 2015","['Agoura', 'Davis', 'Sacramento']",['Sacramento'],California well drilling records to be made public - Community Water Center,https://www.communitywatercenter.org/california_well_records_public
211," Nearly every public well in the city has high levels of arsenic, a drinking water contaminant that can cause cancer, reduced mental functioning in children, and Type 2 Diabetes.","June 20, 2015","['Arvin', 'Vista']","['Kern', 'Sierra']",Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
212,"
An innovative partnership between the Community Water Center, Rural Community Assistance Corporation, the State Water Resources Control Board, The California Endowment, and Helping Hands for Water is installing water fountains and bottle filling stations with point-of-use treatment systems specifically designed to remove arsenic from the water.","June 20, 2015","['Arvin', 'Vista']","['Kern', 'Sierra']",Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
213, Local community leaders lead a walking tour of the fountains to demonstrate the arsenic treatment systems.,"June 20, 2015","['Arvin', 'Vista']","['Kern', 'Sierra']",Arvin Safe Water Program Unveils First Safe Drinking Water Fountains in Schools - Community Water Center,https://www.communitywatercenter.org/arvin_safe_drinking_fountains_schools
214," Many small water systems serving disadvantaged communities lack the capacity and infrastructure to reliably deliver safe water, exposing families to arsenic, nitrates and other contaminants.","June 19, 2015",['Lanare'],[],"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
215,"
Isabel Solorio, a resident of Lanare, an unincorporated community that has long struggled with arsenic in its drinking water, celebrated passage of the measures today: “One way or another, we need to do something.","June 19, 2015",['Lanare'],[],"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
216," Many small water systems serving disadvantaged communities lack the capacity and infrastructure to reliably deliver safe water, exposing families to arsenic, nitrates and other contaminants.","June 19, 2015",['Lanare'],[],"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
217," Many small water systems serving disadvantaged communities lack the capacity and infrastructure to reliably deliver safe water, exposing families to arsenic, nitrates and other contaminants.","June 19, 2015",['Lanare'],[],"Assembly, Senate Approve Landmark Drought Consolidation Bills - Community Water Center",https://www.communitywatercenter.org/drought_consolidation
218," The County recently signed a Governance Study contract to evaluate region-wide governance solutions to address the area’s drinking water challenges, which include groundwater contaminated with high levels of nitrates and the pesticide DBCP.","June 05, 2015","['Alta', 'Tulare', 'Orosi', 'East Orosi', 'Cutler', 'Sultana']",['Tulare'],Momentum Builds as Northern Tulare County Residents Collaborate for Regional Solutions - Community Water Center,https://www.communitywatercenter.org/northern_tulare_county_updates
219," The County recently signed a Governance Study contract to evaluate region-wide governance solutions to address the area’s drinking water challenges, which include groundwater contaminated with high levels of nitrates and the pesticide DBCP.","June 05, 2015","['Alta', 'Tulare', 'Orosi', 'East Orosi', 'Cutler', 'Sultana']",['Tulare'],Momentum Builds as Northern Tulare County Residents Collaborate for Regional Solutions - Community Water Center,https://www.communitywatercenter.org/northern_tulare_county_updates
220,"Residents of Arvin, CA, have been impacted by arsenic-contaminated water for over a decade.","April 30, 2015",['Arvin'],[],Interim Drinking Water Solutions in Arvin - Community Water Center,https://www.communitywatercenter.org/interim_solutions_in_arvin
221, Each of the community's five wells exceeds drinking water standards set by the federal EPA for arsenic.,"April 30, 2015",['Arvin'],[],Interim Drinking Water Solutions in Arvin - Community Water Center,https://www.communitywatercenter.org/interim_solutions_in_arvin
222,Jerry Tinoco discusses Arvin's long-standing problem of arsenic contamination and the financial challenges for many Arvin residents of acquiring adequate water filters.,"April 16, 2015",['Arvin'],[],CWC's Jerry Tinoco Discusses Arsenic Contamination in Arvin on KERO Bakersfield - Community Water Center,https://www.communitywatercenter.org/jerry_arsenic_contamination_in_arvin_k_kero
223,"
Drought or no drought, residents of this rural community can’t drink water from the tap and can’t even use it for cooking because high levels of arsenic — known to cause cancer — become even more concentrated when water is boiled.","April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
224,"
More than 100 areas with fewer than 10,000 people had arsenic violations.","April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
225, Almost half of the residents affected were getting water that exceeded the acceptable level of arsenic.,"April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
226,"
The bill helped launch the current effort to provide “point-of-use water treatment systems” that remove arsenic from the water at drinking fountains in poor communities.","April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
227,"
“We’re drilling new wells that have no arsenic,” he said, keeping his fingers crossed.","April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
228,"
That’s because when two wells are drilled in the next two years, they may or may not produce arsenic-free water.","April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
229," If they’re not, the city will have to build two centralized arsenic treatment plants.","April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
230, He also warns them that boiling the water will not help with the arsenic problem.,"April 06, 2015","['Arvin', 'Coachella', 'Lamont']",['Kern'],More than 1 million Californians don’t have reliable access to clean water - Community Water Center,https://www.communitywatercenter.org/more_than_1_million_californians
231,"Denise Kadara was recently appointed to the Central Valley Regional Water Quality Control Board! She brings her perspective and insights as a resident of Allensworth, where the community’s water supply is contaminated with arsenic.","February 06, 2015",['Allensworth'],[],Denise Kadara appointed to the Central Valley Regional Water Quality Control Board! - Community Water Center,https://www.communitywatercenter.org/denise_kadara_was_appointed_to_the_central_valley_regional_water_quality_control_board
232,"""
The groundwater in southern Kern County contains troubling levels of arsenic, which is known to cause cancer.","February 03, 2015","['Lamont', 'Coachella', 'Bakersfield', 'Arvin']",['Kern'],Coalition brings clean drinking water to rural Kern County - Community Water Center,https://www.communitywatercenter.org/coalition_kern_county
233," Some arsenic occurs naturally, but agricultural practices in rural areas may contribute to further contamination, said Annalisa Robles, program manager for the California Endowment.","February 03, 2015","['Lamont', 'Coachella', 'Bakersfield', 'Arvin']",['Kern'],Coalition brings clean drinking water to rural Kern County - Community Water Center,https://www.communitywatercenter.org/coalition_kern_county
234," Kaiser's team found that every single one had contaminant-level violations at some point over the last 12 years, including traces of bacteria, arsenic, and disinfection byproducts.","January 14, 2015","['Firebaugh', 'Davis']",[],"In California's Poorest Towns, Tap Water's Legacy Is Toxic for Latinos - Community Water Center",https://www.communitywatercenter.org/in_california_s_poorest_towns_tap_water_s_legacy_is_toxic_for_latinos
235," ""Schools in high-poverty areas, including the Central Valley in particular, had recurring violations, from arsenic, bacterial contaminants, nitrates, and disinfection byproducts.","January 14, 2015","['Firebaugh', 'Davis']",[],"In California's Poorest Towns, Tap Water's Legacy Is Toxic for Latinos - Community Water Center",https://www.communitywatercenter.org/in_california_s_poorest_towns_tap_water_s_legacy_is_toxic_for_latinos
